Transaction_ID,Date,Account_Code,Account_Description,Debit,Credit,Balance,Document_Number,Posting_Period
TXN000280,2024-03-27,320000,Other Equity,0.0,5418.28,-5418.28,DOC1341,2024-03
TXN000281,2024-01-27,540000,Marketing Expense,45010.93,0.0,45010.93,DOC1645,2024-01
TXN000282,2024-04-07,220000,Short-term Debt,0.0,30065.79,-30065.79,DOC7136,2024-04
TXN000283,2024-06-21,540000,Marketing Expense,41921.54,0.0,41921.54,DOC4028,2024-06
TXN000284,2024-03-04,410000,Service Revenue,0.0,17758.18,-17758.18,DOC6941,2024-03
TXN000285,2024-07-11,310000,Retained Earnings,0.0,4231.65,-4231.65,DOC6490,2024-07
TXN000286,2024-09-23,540000,Marketing Expense,14505.82,0.0,14505.82,DOC8679,2024-09
TXN000287,2024-04-22,130000,Prepaid Expenses,36104.49,0.0,36104.49,DOC2333,2024-04
TXN000288,2024-02-24,110000,Accounts Receivable,33217.19,0.0,33217.19,DOC5853,2024-02
TXN000289,2024-11-07,140000,"Property, Plant & Equipment",10825.52,0.0,10825.52,DOC8715,2024-11
TXN000290,2024-05-27,420000,Interest Income,0.0,8184.49,-8184.49,DOC8101,2024-05
TXN000291,2024-07-19,400000,Sales Revenue,0.0,38568.52,-38568.52,DOC2524,2024-07
TXN000292,2024-07-19,230000,Long-term Debt,0.0,17641.85,-17641.85,DOC6760,2024-07
TXN000293,2024-04-13,310000,Retained Earnings,0.0,21797.88,-21797.88,DOC8970,2024-04
TXN000294,2024-08-16,120000,Inventory,216.74,0.0,216.74,DOC4549,2024-08
TXN000295,2024-12-19,200000,Accounts Payable,0.0,5244.38,-5244.38,DOC5090,2024-12
TXN000296,2024-01-17,500000,Cost of Goods Sold,47516.84,0.0,47516.84,DOC8982,2024-01
TXN000297,2024-11-13,320000,Other Equity,0.0,47912.72,-47912.72,DOC1338,2024-11
TXN000298,2024-05-28,220000,Short-term Debt,0.0,37975.89,-37975.89,DOC6604,2024-05
TXN000299,2024-07-16,430000,Other Income,0.0,49030.78,-49030.78,DOC7609,2024-07
TXN000300,2024-05-22,320000,Other Equity,0.0,34689.44,-34689.44,DOC9680,2024-05
TXN000301,2024-01-26,400000,Sales Revenue,0.0,2067.4,-2067.4,DOC5873,2024-01
TXN000302,2024-07-17,430000,Other Income,0.0,49967.74,-49967.74,DOC6913,2024-07
TXN000303,2024-03-26,540000,Marketing Expense,45782.87,0.0,45782.87,DOC5430,2024-03
TXN000304,2024-01-07,540000,Marketing Expense,14937.72,0.0,14937.72,DOC9007,2024-01
TXN000305,2024-11-10,510000,Salaries and Wages,47218.9,0.0,47218.9,DOC7737,2024-11
TXN000306,2024-04-12,530000,Utilities Expense,1946.68,0.0,1946.68,DOC4223,2024-04
TXN000307,2024-04-17,120000,Inventory,6116.29,0.0,6116.29,DOC1130,2024-04
TXN000308,2024-06-19,140000,"Property, Plant & Equipment",17059.76,0.0,17059.76,DOC5278,2024-06
TXN000309,2024-02-08,320000,Other Equity,0.0,15832.99,-15832.99,DOC7640,2024-02
TXN000310,2024-12-14,130000,Prepaid Expenses,33116.59,0.0,33116.59,DOC8564,2024-12
TXN000311,2024-06-09,510000,Salaries and Wages,44310.29,0.0,44310.29,DOC9502,2024-06
TXN000312,2024-06-18,120000,Inventory,49518.03,0.0,49518.03,DOC5346,2024-06
TXN000313,2024-05-20,400000,Sales Revenue,0.0,19259.8,-19259.8,DOC4810,2024-05
TXN000314,2024-10-28,210000,Accrued Liabilities,0.0,17600.52,-17600.52,DOC3032,2024-10
TXN000315,2024-08-23,540000,Marketing Expense,31412.52,0.0,31412.52,DOC4511,2024-08
TXN000316,2024-08-26,320000,Other Equity,0.0,19974.54,-19974.54,DOC8069,2024-08
TXN000317,2024-12-05,210000,Accrued Liabilities,0.0,36905.36,-36905.36,DOC4760,2024-12
TXN000318,2024-05-21,120000,Inventory,14920.44,0.0,14920.44,DOC3033,2024-05
TXN000319,2024-05-25,130000,Prepaid Expenses,11757.03,0.0,11757.03,DOC8832,2024-05
TXN000320,2024-07-11,430000,Other Income,0.0,45525.92,-45525.92,DOC3632,2024-07
TXN000321,2024-10-31,420000,Interest Income,0.0,19642.34,-19642.34,DOC2828,2024-10
TXN000322,2024-07-16,140000,"Property, Plant & Equipment",49118.29,0.0,49118.29,DOC8486,2024-07
TXN000323,2024-12-09,410000,Service Revenue,0.0,23423.34,-23423.34,DOC2868,2024-12
TXN000324,2024-06-01,110000,Accounts Receivable,37193.31,0.0,37193.31,DOC6690,2024-06
TXN000325,2024-05-27,220000,Short-term Debt,0.0,41907.5,-41907.5,DOC6429,2024-05
TXN000326,2024-08-30,540000,Marketing Expense,25683.16,0.0,25683.16,DOC8274,2024-08
TXN000327,2024-11-08,110000,Accounts Receivable,11102.26,0.0,11102.26,DOC7402,2024-11
TXN000328,2024-01-05,200000,Accounts Payable,0.0,2986.35,-2986.35,DOC8214,2024-01
TXN000329,2024-01-09,500000,Cost of Goods Sold,46394.84,0.0,46394.84,DOC2913,2024-01
TXN000330,2024-03-01,500000,Cost of Goods Sold,13085.65,0.0,13085.65,DOC3466,2024-03
TXN000331,2024-12-03,510000,Salaries and Wages,34831.43,0.0,34831.43,DOC9194,2024-12
TXN000332,2024-09-25,120000,Inventory,11268.5,0.0,11268.5,DOC5675,2024-09
TXN000333,2024-12-22,410000,Service Revenue,0.0,4665.19,-4665.19,DOC2640,2024-12
TXN000334,2024-05-02,120000,Inventory,6562.79,0.0,6562.79,DOC2218,2024-05
TXN000335,2024-11-27,110000,Accounts Receivable,1867.58,0.0,1867.58,DOC1954,2024-11
TXN000336,2024-05-03,110000,Accounts Receivable,18697.16,0.0,18697.16,DOC6370,2024-05
TXN000337,2024-06-24,140000,"Property, Plant & Equipment",24844.2,0.0,24844.2,DOC9228,2024-06
TXN000338,2024-10-10,430000,Other Income,0.0,3898.93,-3898.93,DOC6233,2024-10
TXN000339,2024-10-27,220000,Short-term Debt,0.0,24081.27,-24081.27,DOC3396,2024-10
TXN000340,2024-07-04,520000,Rent Expense,28608.82,0.0,28608.82,DOC7183,2024-07
TXN000341,2024-08-24,400000,Sales Revenue,0.0,36722.1,-36722.1,DOC5311,2024-08
TXN000342,2024-12-01,520000,Rent Expense,32956.75,0.0,32956.75,DOC2704,2024-12
TXN000343,2024-12-28,400000,Sales Revenue,0.0,12010.63,-12010.63,DOC5286,2024-12
TXN000344,2024-07-06,200000,Accounts Payable,0.0,8014.39,-8014.39,DOC1556,2024-07
TXN000345,2024-01-31,520000,Rent Expense,41308.26,0.0,41308.26,DOC8561,2024-01
TXN000346,2024-06-06,310000,Retained Earnings,0.0,45444.2,-45444.2,DOC3403,2024-06
TXN000347,2024-07-24,110000,Accounts Receivable,37856.13,0.0,37856.13,DOC1294,2024-07
TXN000348,2024-08-11,110000,Accounts Receivable,4296.5,0.0,4296.5,DOC2136,2024-08
TXN000349,2024-01-17,230000,Long-term Debt,0.0,5880.61,-5880.61,DOC8009,2024-01
TXN000350,2024-06-11,400000,Sales Revenue,0.0,6509.59,-6509.59,DOC6352,2024-06
TXN000351,2024-11-14,110000,Accounts Receivable,19668.35,0.0,19668.35,DOC3382,2024-11
TXN000352,2024-10-04,140000,"Property, Plant & Equipment",46867.7,0.0,46867.7,DOC2887,2024-10
TXN000353,2024-08-29,130000,Prepaid Expenses,47370.16,0.0,47370.16,DOC2040,2024-08
TXN000354,2024-07-11,320000,Other Equity,0.0,2990.23,-2990.23,DOC7353,2024-07
TXN000355,2024-09-26,510000,Salaries and Wages,48677.1,0.0,48677.1,DOC9476,2024-09
TXN000356,2024-06-12,320000,Other Equity,0.0,32413.92,-32413.92,DOC6043,2024-06
TXN000357,2024-01-07,320000,Other Equity,0.0,3374.74,-3374.74,DOC8813,2024-01
TXN000358,2024-03-19,420000,Interest Income,0.0,40957.4,-40957.4,DOC4356,2024-03
TXN000359,2024-04-08,130000,Prepaid Expenses,22624.21,0.0,22624.21,DOC1038,2024-04
TXN000360,2024-10-11,420000,Interest Income,0.0,34714.74,-34714.74,DOC8027,2024-10
TXN000361,2024-06-23,110000,Accounts Receivable,34056.92,0.0,34056.92,DOC4093,2024-06
TXN000362,2024-01-27,310000,Retained Earnings,0.0,43415.91,-43415.91,DOC1988,2024-01
TXN000363,2024-10-29,540000,Marketing Expense,21044.39,0.0,21044.39,DOC5179,2024-10
TXN000364,2024-05-26,200000,Accounts Payable,0.0,13783.34,-13783.34,DOC6626,2024-05
TXN000365,2024-02-27,100000,Cash and Cash Equivalents,44715.55,0.0,44715.55,DOC4598,2024-02
TXN000366,2024-06-11,110000,Accounts Receivable,1653.59,0.0,1653.59,DOC9984,2024-06
TXN000367,2024-09-30,320000,Other Equity,0.0,43231.48,-43231.48,DOC3255,2024-09
TXN000368,2024-02-29,220000,Short-term Debt,0.0,9357.72,-9357.72,DOC6776,2024-02
TXN000369,2024-01-08,540000,Marketing Expense,38569.0,0.0,38569.0,DOC4633,2024-01
TXN000370,2024-07-17,530000,Utilities Expense,31348.39,0.0,31348.39,DOC1959,2024-07
TXN000371,2024-06-29,320000,Other Equity,0.0,45600.62,-45600.62,DOC5473,2024-06
TXN000372,2024-02-15,120000,Inventory,23158.65,0.0,23158.65,DOC2875,2024-02
TXN000373,2024-01-09,130000,Prepaid Expenses,10106.18,0.0,10106.18,DOC8099,2024-01
TXN000374,2024-04-26,540000,Marketing Expense,29554.17,0.0,29554.17,DOC1583,2024-04
TXN000375,2024-03-04,310000,Retained Earnings,0.0,22815.49,-22815.49,DOC5167,2024-03
TXN000376,2024-09-30,540000,Marketing Expense,34054.79,0.0,34054.79,DOC2389,2024-09
TXN000377,2024-04-04,420000,Interest Income,0.0,36122.19,-36122.19,DOC7154,2024-04
TXN000378,2024-08-04,400000,Sales Revenue,0.0,43020.11,-43020.11,DOC5197,2024-08
TXN000379,2024-09-23,230000,Long-term Debt,0.0,24077.3,-24077.3,DOC7731,2024-09
TXN000380,2024-06-08,410000,Service Revenue,0.0,1016.55,-1016.55,DOC3720,2024-06
TXN000381,2024-08-29,300000,Common Stock,0.0,16390.42,-16390.42,DOC1001,2024-08
TXN000382,2024-10-15,100000,Cash and Cash Equivalents,44138.42,0.0,44138.42,DOC2949,2024-10
TXN000383,2024-03-17,100000,Cash and Cash Equivalents,4021.07,0.0,4021.07,DOC1917,2024-03
TXN000384,2024-07-12,210000,Accrued Liabilities,0.0,48875.57,-48875.57,DOC1089,2024-07
TXN000385,2024-05-01,410000,Service Revenue,0.0,40049.28,-40049.28,DOC4041,2024-05
TXN000386,2024-10-31,300000,Common Stock,0.0,47582.34,-47582.34,DOC9508,2024-10
TXN000387,2024-05-02,120000,Inventory,1676.15,0.0,1676.15,DOC7917,2024-05
TXN000388,2024-12-24,230000,Long-term Debt,0.0,30685.91,-30685.91,DOC1552,2024-12
TXN000389,2024-07-22,510000,Salaries and Wages,43561.36,0.0,43561.36,DOC4389,2024-07
TXN000390,2024-11-13,530000,Utilities Expense,30651.67,0.0,30651.67,DOC3430,2024-11
TXN000391,2024-03-24,210000,Accrued Liabilities,0.0,27694.77,-27694.77,DOC1021,2024-03
TXN000392,2024-05-06,120000,Inventory,26367.49,0.0,26367.49,DOC5109,2024-05
TXN000393,2024-01-12,310000,Retained Earnings,0.0,12430.45,-12430.45,DOC2560,2024-01
TXN000394,2024-08-30,400000,Sales Revenue,0.0,11038.78,-11038.78,DOC4638,2024-08
TXN000395,2024-12-21,410000,Service Revenue,0.0,37239.53,-37239.53,DOC3356,2024-12
TXN000396,2024-10-26,520000,Rent Expense,27812.64,0.0,27812.64,DOC8057,2024-10
TXN000397,2024-05-29,520000,Rent Expense,16682.5,0.0,16682.5,DOC9503,2024-05
TXN000398,2024-02-28,230000,Long-term Debt,0.0,32551.25,-32551.25,DOC9946,2024-02
TXN000399,2024-04-02,120000,Inventory,20978.15,0.0,20978.15,DOC1352,2024-04
TXN000400,2024-11-27,210000,Accrued Liabilities,0.0,8792.25,-8792.25,DOC1158,2024-11
TXN000401,2024-10-19,530000,Utilities Expense,17362.16,0.0,17362.16,DOC4453,2024-10
TXN000402,2024-05-31,530000,Utilities Expense,27210.7,0.0,27210.7,DOC5703,2024-05
TXN000403,2024-09-06,230000,Long-term Debt,0.0,36290.36,-36290.36,DOC6631,2024-09
TXN000404,2024-03-06,130000,Prepaid Expenses,29926.41,0.0,29926.41,DOC2394,2024-03
TXN000405,2024-05-10,320000,Other Equity,0.0,31186.03,-31186.03,DOC3958,2024-05
TXN000406,2024-12-20,100000,Cash and Cash Equivalents,38822.41,0.0,38822.41,DOC7895,2024-12
TXN000407,2024-01-14,300000,Common Stock,0.0,48572.62,-48572.62,DOC1374,2024-01
TXN000408,2024-11-20,140000,"Property, Plant & Equipment",3549.73,0.0,3549.73,DOC5648,2024-11
TXN000409,2024-01-14,420000,Interest Income,0.0,25789.39,-25789.39,DOC4155,2024-01
TXN000410,2024-08-18,110000,Accounts Receivable,8259.84,0.0,8259.84,DOC9219,2024-08
TXN000411,2024-06-11,110000,Accounts Receivable,32871.16,0.0,32871.16,DOC6543,2024-06
TXN000412,2024-06-12,320000,Other Equity,0.0,48494.07,-48494.07,DOC4374,2024-06
TXN000413,2024-01-10,310000,Retained Earnings,0.0,3767.49,-3767.49,DOC1269,2024-01
TXN000414,2024-04-02,430000,Other Income,0.0,16916.46,-16916.46,DOC4432,2024-04
TXN000415,2024-05-12,100000,Cash and Cash Equivalents,12510.84,0.0,12510.84,DOC8115,2024-05
TXN000416,2024-11-08,100000,Cash and Cash Equivalents,8435.39,0.0,8435.39,DOC7099,2024-11
TXN000417,2024-06-23,310000,Retained Earnings,0.0,33223.85,-33223.85,DOC4568,2024-06
TXN000418,2024-11-07,320000,Other Equity,0.0,29309.18,-29309.18,DOC2742,2024-11
TXN000419,2024-04-17,200000,Accounts Payable,0.0,27041.3,-27041.3,DOC2939,2024-04
TXN000420,2024-11-29,510000,Salaries and Wages,2948.63,0.0,2948.63,DOC1281,2024-11
TXN000421,2024-04-28,100000,Cash and Cash Equivalents,11312.59,0.0,11312.59,DOC6178,2024-04
TXN000422,2024-06-09,140000,"Property, Plant & Equipment",25411.02,0.0,25411.02,DOC2229,2024-06
TXN000423,2024-10-02,320000,Other Equity,0.0,49332.84,-49332.84,DOC2239,2024-10
TXN000424,2024-05-05,310000,Retained Earnings,0.0,47595.41,-47595.41,DOC8473,2024-05
TXN000425,2024-08-10,210000,Accrued Liabilities,0.0,12785.81,-12785.81,DOC7570,2024-08
TXN000426,2024-10-20,510000,Salaries and Wages,7068.6,0.0,7068.6,DOC7527,2024-10
TXN000427,2024-11-03,400000,Sales Revenue,0.0,35263.57,-35263.57,DOC1891,2024-11
TXN000428,2024-12-06,220000,Short-term Debt,0.0,4785.65,-4785.65,DOC7812,2024-12
TXN000429,2024-01-05,200000,Accounts Payable,0.0,48171.01,-48171.01,DOC2198,2024-01
TXN000430,2024-07-11,110000,Accounts Receivable,41921.95,0.0,41921.95,DOC7089,2024-07
TXN000431,2024-05-24,510000,Salaries and Wages,41560.77,0.0,41560.77,DOC1302,2024-05
TXN000432,2024-03-16,220000,Short-term Debt,0.0,5744.18,-5744.18,DOC5440,2024-03
TXN000433,2024-10-15,410000,Service Revenue,0.0,30070.42,-30070.42,DOC4124,2024-10
TXN000434,2024-03-09,430000,Other Income,0.0,28901.54,-28901.54,DOC9125,2024-03
TXN000435,2024-07-10,110000,Accounts Receivable,2505.78,0.0,2505.78,DOC6704,2024-07
TXN000436,2024-06-17,100000,Cash and Cash Equivalents,49667.51,0.0,49667.51,DOC7924,2024-06
TXN000437,2024-09-01,230000,Long-term Debt,0.0,28394.11,-28394.11,DOC1488,2024-09
TXN000438,2024-11-19,310000,Retained Earnings,0.0,32560.53,-32560.53,DOC4173,2024-11
TXN000439,2024-05-11,410000,Service Revenue,0.0,33412.91,-33412.91,DOC4553,2024-05
TXN000440,2024-10-05,510000,Salaries and Wages,21835.61,0.0,21835.61,DOC6450,2024-10
TXN000441,2024-12-09,100000,Cash and Cash Equivalents,14913.78,0.0,14913.78,DOC1454,2024-12
TXN000442,2024-05-22,540000,Marketing Expense,31547.42,0.0,31547.42,DOC5806,2024-05
TXN000443,2024-11-11,420000,Interest Income,0.0,27470.14,-27470.14,DOC2440,2024-11
TXN000444,2024-08-11,500000,Cost of Goods Sold,18725.26,0.0,18725.26,DOC7059,2024-08
TXN000445,2024-09-23,200000,Accounts Payable,0.0,30212.08,-30212.08,DOC8117,2024-09
TXN000446,2024-09-21,300000,Common Stock,0.0,19051.31,-19051.31,DOC7471,2024-09
TXN000447,2024-04-26,430000,Other Income,0.0,40706.94,-40706.94,DOC5760,2024-04
TXN000448,2024-05-12,320000,Other Equity,0.0,20001.26,-20001.26,DOC9234,2024-05
TXN000449,2024-12-08,430000,Other Income,0.0,40667.99,-40667.99,DOC7570,2024-12
TXN000450,2024-01-21,400000,Sales Revenue,0.0,9869.32,-9869.32,DOC5431,2024-01
TXN000451,2024-04-26,420000,Interest Income,0.0,44911.72,-44911.72,DOC7936,2024-04
TXN000452,2024-07-21,130000,Prepaid Expenses,19065.72,0.0,19065.72,DOC1140,2024-07
TXN000453,2024-10-16,520000,Rent Expense,8399.95,0.0,8399.95,DOC1963,2024-10
TXN000454,2024-02-21,430000,Other Income,0.0,33537.79,-33537.79,DOC7894,2024-02
TXN000455,2024-05-15,120000,Inventory,15634.25,0.0,15634.25,DOC6539,2024-05
TXN000456,2024-01-02,510000,Salaries and Wages,13703.94,0.0,13703.94,DOC7787,2024-01
TXN000457,2024-09-19,310000,Retained Earnings,0.0,34087.78,-34087.78,DOC8052,2024-09
TXN000458,2024-11-07,210000,Accrued Liabilities,0.0,39691.02,-39691.02,DOC9636,2024-11
TXN000459,2024-02-05,300000,Common Stock,0.0,21283.92,-21283.92,DOC2798,2024-02
TXN000460,2024-06-20,100000,Cash and Cash Equivalents,2266.29,0.0,2266.29,DOC7284,2024-06
TXN000461,2024-08-01,540000,Marketing Expense,29717.57,0.0,29717.57,DOC4097,2024-08
TXN000462,2024-09-27,230000,Long-term Debt,0.0,30587.95,-30587.95,DOC6752,2024-09
TXN000463,2024-03-12,300000,Common Stock,0.0,38520.24,-38520.24,DOC2072,2024-03
TXN000464,2024-03-08,140000,"Property, Plant & Equipment",13812.82,0.0,13812.82,DOC7674,2024-03
TXN000465,2024-02-29,130000,Prepaid Expenses,33604.09,0.0,33604.09,DOC8000,2024-02
TXN000466,2024-06-12,510000,Salaries and Wages,7570.23,0.0,7570.23,DOC1482,2024-06
TXN000467,2024-08-13,320000,Other Equity,0.0,23697.31,-23697.31,DOC9853,2024-08
TXN000468,2024-10-19,430000,Other Income,0.0,32134.38,-32134.38,DOC1987,2024-10
TXN000469,2024-06-08,210000,Accrued Liabilities,0.0,31934.24,-31934.24,DOC2100,2024-06
TXN000470,2024-11-15,110000,Accounts Receivable,6908.34,0.0,6908.34,DOC7780,2024-11
TXN000471,2024-08-28,210000,Accrued Liabilities,0.0,889.47,-889.47,DOC3349,2024-08
TXN000472,2024-03-08,520000,Rent Expense,36244.51,0.0,36244.51,DOC7764,2024-03
TXN000473,2024-02-05,410000,Service Revenue,0.0,4374.35,-4374.35,DOC8843,2024-02
TXN000474,2024-03-13,120000,Inventory,16236.24,0.0,16236.24,DOC6189,2024-03
TXN000475,2024-07-14,230000,Long-term Debt,0.0,22176.26,-22176.26,DOC4713,2024-07
TXN000476,2024-01-27,140000,"Property, Plant & Equipment",32044.39,0.0,32044.39,DOC8397,2024-01
TXN000477,2024-02-19,220000,Short-term Debt,0.0,34038.58,-34038.58,DOC8979,2024-02
TXN000478,2024-12-07,120000,Inventory,33507.4,0.0,33507.4,DOC6291,2024-12
TXN000479,2024-04-11,110000,Accounts Receivable,27933.39,0.0,27933.39,DOC5211,2024-04
TXN000480,2024-05-29,220000,Short-term Debt,0.0,28158.61,-28158.61,DOC4374,2024-05
TXN000481,2024-04-15,430000,Other Income,0.0,4924.15,-4924.15,DOC1632,2024-04
TXN000482,2024-01-12,430000,Other Income,0.0,17443.82,-17443.82,DOC4719,2024-01
TXN000483,2024-01-03,530000,Utilities Expense,46366.17,0.0,46366.17,DOC1236,2024-01
TXN000484,2024-04-13,520000,Rent Expense,1099.32,0.0,1099.32,DOC7099,2024-04
TXN000485,2024-09-04,220000,Short-term Debt,0.0,27043.86,-27043.86,DOC1285,2024-09
TXN000486,2024-03-24,540000,Marketing Expense,31216.93,0.0,31216.93,DOC8121,2024-03
TXN000487,2024-08-18,220000,Short-term Debt,0.0,43247.84,-43247.84,DOC2012,2024-08
TXN000488,2024-02-07,430000,Other Income,0.0,8049.27,-8049.27,DOC4725,2024-02
TXN000489,2024-05-30,130000,Prepaid Expenses,13229.32,0.0,13229.32,DOC3408,2024-05
TXN000490,2024-09-14,540000,Marketing Expense,46854.2,0.0,46854.2,DOC3496,2024-09
TXN000491,2024-11-18,310000,Retained Earnings,0.0,19909.38,-19909.38,DOC8574,2024-11
TXN000492,2024-11-06,130000,Prepaid Expenses,8172.03,0.0,8172.03,DOC9597,2024-11
TXN000493,2024-05-22,310000,Retained Earnings,0.0,49608.68,-49608.68,DOC9435,2024-05
TXN000494,2024-01-12,300000,Common Stock,0.0,46536.7,-46536.7,DOC9785,2024-01
TXN000495,2024-10-17,400000,Sales Revenue,0.0,33747.76,-33747.76,DOC8629,2024-10
TXN000496,2024-03-07,200000,Accounts Payable,0.0,39522.52,-39522.52,DOC8693,2024-03
TXN000497,2024-06-11,230000,Long-term Debt,0.0,8758.87,-8758.87,DOC5225,2024-06
TXN000498,2024-07-24,120000,Inventory,48782.95,0.0,48782.95,DOC6656,2024-07
TXN000499,2024-10-07,110000,Accounts Receivable,24019.79,0.0,24019.79,DOC5259,2024-10
TXN000500,2024-11-16,410000,Service Revenue,0.0,30352.02,-30352.02,DOC5917,2024-11
TXN000501,2024-01-25,410000,Service Revenue,0.0,33348.71,-33348.71,DOC3529,2024-01
TXN000502,2024-01-25,220000,Short-term Debt,0.0,11704.31,-11704.31,DOC8340,2024-01
TXN000503,2024-10-14,320000,Other Equity,0.0,6189.55,-6189.55,DOC9734,2024-10
TXN000504,2024-01-20,410000,Service Revenue,0.0,22031.63,-22031.63,DOC6947,2024-01
TXN000505,2024-06-08,200000,Accounts Payable,0.0,10880.31,-10880.31,DOC5349,2024-06
TXN000506,2024-02-29,110000,Accounts Receivable,18303.43,0.0,18303.43,DOC7430,2024-02
TXN000507,2024-01-05,520000,Rent Expense,39060.0,0.0,39060.0,DOC7488,2024-01
TXN000508,2024-09-23,110000,Accounts Receivable,37737.25,0.0,37737.25,DOC6175,2024-09
TXN000509,2024-03-23,420000,Interest Income,0.0,8616.17,-8616.17,DOC6448,2024-03
TXN000510,2024-09-19,410000,Service Revenue,0.0,34638.85,-34638.85,DOC7907,2024-09
TXN000511,2024-09-16,100000,Cash and Cash Equivalents,31696.16,0.0,31696.16,DOC6671,2024-09
TXN000512,2024-04-10,500000,Cost of Goods Sold,30799.45,0.0,30799.45,DOC4292,2024-04
TXN000513,2024-05-03,530000,Utilities Expense,42415.99,0.0,42415.99,DOC8857,2024-05
TXN000514,2024-04-25,140000,"Property, Plant & Equipment",20299.44,0.0,20299.44,DOC1767,2024-04
TXN000515,2024-01-07,120000,Inventory,26322.68,0.0,26322.68,DOC2549,2024-01
TXN000516,2024-08-16,210000,Accrued Liabilities,0.0,19415.23,-19415.23,DOC4716,2024-08
TXN000517,2024-03-02,110000,Accounts Receivable,24119.07,0.0,24119.07,DOC3293,2024-03
TXN000518,2024-03-19,200000,Accounts Payable,0.0,29149.2,-29149.2,DOC8638,2024-03
TXN000519,2024-03-05,210000,Accrued Liabilities,0.0,16242.67,-16242.67,DOC9433,2024-03
TXN000520,2024-07-31,400000,Sales Revenue,0.0,10022.93,-10022.93,DOC5268,2024-07
TXN000521,2024-07-06,130000,Prepaid Expenses,32339.9,0.0,32339.9,DOC7036,2024-07
TXN000522,2024-09-12,530000,Utilities Expense,4994.32,0.0,4994.32,DOC8961,2024-09
TXN000523,2024-02-03,130000,Prepaid Expenses,16301.33,0.0,16301.33,DOC1593,2024-02
TXN000524,2024-08-14,220000,Short-term Debt,0.0,18856.83,-18856.83,DOC4493,2024-08
TXN000525,2024-01-21,300000,Common Stock,0.0,47815.49,-47815.49,DOC3672,2024-01
TXN000526,2024-07-10,230000,Long-term Debt,0.0,39366.48,-39366.48,DOC1392,2024-07
TXN000527,2024-05-08,230000,Long-term Debt,0.0,40463.28,-40463.28,DOC4631,2024-05
TXN000528,2024-01-10,100000,Cash and Cash Equivalents,46522.91,0.0,46522.91,DOC9123,2024-01
TXN000529,2024-10-03,220000,Short-term Debt,0.0,41274.1,-41274.1,DOC1775,2024-10
TXN000530,2024-03-19,220000,Short-term Debt,0.0,44480.61,-44480.61,DOC4926,2024-03
TXN000531,2024-03-09,400000,Sales Revenue,0.0,36897.95,-36897.95,DOC7230,2024-03
TXN000532,2024-01-08,140000,"Property, Plant & Equipment",2179.48,0.0,2179.48,DOC4456,2024-01
TXN000533,2024-05-31,400000,Sales Revenue,0.0,1874.99,-1874.99,DOC1147,2024-05
TXN000534,2024-08-19,540000,Marketing Expense,17727.25,0.0,17727.25,DOC1365,2024-08
TXN000535,2024-05-18,130000,Prepaid Expenses,48540.42,0.0,48540.42,DOC6330,2024-05
TXN000536,2024-01-28,210000,Accrued Liabilities,0.0,17806.58,-17806.58,DOC9964,2024-01
TXN000537,2024-11-15,220000,Short-term Debt,0.0,21272.41,-21272.41,DOC7511,2024-11
TXN000538,2024-08-10,500000,Cost of Goods Sold,39146.0,0.0,39146.0,DOC9551,2024-08
TXN000539,2024-02-18,230000,Long-term Debt,0.0,12845.13,-12845.13,DOC7979,2024-02
TXN000540,2024-04-14,410000,Service Revenue,0.0,32230.82,-32230.82,DOC9569,2024-04
TXN000541,2024-09-22,510000,Salaries and Wages,39955.84,0.0,39955.84,DOC9843,2024-09
TXN000542,2024-09-14,220000,Short-term Debt,0.0,30133.89,-30133.89,DOC7303,2024-09
TXN000543,2024-10-14,430000,Other Income,0.0,30863.34,-30863.34,DOC9714,2024-10
TXN000544,2024-09-27,300000,Common Stock,0.0,5629.32,-5629.32,DOC8569,2024-09
TXN000545,2024-06-01,230000,Long-term Debt,0.0,18862.05,-18862.05,DOC5941,2024-06
TXN000546,2024-10-04,510000,Salaries and Wages,13762.19,0.0,13762.19,DOC1685,2024-10
TXN000547,2024-05-01,500000,Cost of Goods Sold,40815.75,0.0,40815.75,DOC1038,2024-05
TXN000548,2024-09-24,500000,Cost of Goods Sold,45954.43,0.0,45954.43,DOC8697,2024-09
TXN000549,2024-05-28,540000,Marketing Expense,48922.02,0.0,48922.02,DOC1301,2024-05
TXN000550,2024-08-25,220000,Short-term Debt,0.0,38844.73,-38844.73,DOC9789,2024-08
TXN000551,2024-12-10,310000,Retained Earnings,0.0,46875.66,-46875.66,DOC4537,2024-12
TXN000552,2024-01-29,110000,Accounts Receivable,34296.37,0.0,34296.37,DOC7579,2024-01
TXN000553,2024-04-04,510000,Salaries and Wages,24470.87,0.0,24470.87,DOC5183,2024-04
TXN000554,2024-10-04,320000,Other Equity,0.0,27157.64,-27157.64,DOC2724,2024-10
TXN000555,2024-07-02,100000,Cash and Cash Equivalents,30635.83,0.0,30635.83,DOC2653,2024-07
TXN000556,2024-01-23,520000,Rent Expense,34475.38,0.0,34475.38,DOC6926,2024-01
TXN000557,2024-10-07,320000,Other Equity,0.0,38079.96,-38079.96,DOC7279,2024-10
TXN000558,2024-07-04,300000,Common Stock,0.0,565.65,-565.65,DOC7272,2024-07
TXN000559,2024-09-17,320000,Other Equity,0.0,44084.39,-44084.39,DOC7019,2024-09
