Order_Number,Order_Date,Delivery_Date,Customer_ID,Customer_Name,Product_Code,Product_Name,Quantity,Unit_Price,Total_Amount,Currency,Region,Status,Sales_Rep
SO000205,2024-02-18,2024-02-27,CUST00098,Customer CUST00098,PRD092,Product A,21,56.9,1194.9,USD,Central,Delivered,REP07
SO000206,2024-06-08,2024-06-25,CUST00010,Customer CUST00010,PRD002,Product I,78,319.69,24935.63,USD,North,In Process,REP03
SO000207,2024-09-19,2024-10-16,CUST00018,Customer CUST00018,PRD024,Product C,42,219.82,9232.35,USD,North,Delivered,REP14
SO000208,2024-01-19,2024-01-29,CUST00090,Customer CUST00090,PRD097,Product F,42,453.71,19055.7,USD,Central,Open,REP04
SO000209,2024-03-13,2024-03-27,CUST00097,Customer CUST00097,PRD002,Product F,41,312.41,12808.66,USD,Central,Delivered,REP05
SO000210,2024-01-27,2024-02-23,CUST00008,Customer CUST00008,PRD003,Product F,72,328.93,23682.95,USD,West,In Process,REP06
SO000211,2024-05-09,2024-06-07,CUST00044,Customer CUST00044,PRD044,Product B,81,497.79,40320.62,USD,West,Open,REP04
SO000212,2024-11-28,2024-12-19,CUST00055,Customer CUST00055,PRD012,Product J,62,217.12,13461.3,USD,West,In Process,REP08
SO000213,2024-01-03,2024-01-25,CUST00030,Customer CUST00030,PRD065,Product G,92,487.34,44835.34,USD,Central,Delivered,REP06
SO000214,2024-08-18,2024-08-25,CUST00016,Customer CUST00016,PRD066,Product F,98,40.92,4010.5,USD,West,In Process,REP09
SO000215,2024-12-06,2024-12-14,CUST00091,Customer CUST00091,PRD023,Product I,73,259.76,18962.84,USD,East,In Process,REP04
SO000216,2024-11-06,2024-11-18,CUST00035,Customer CUST00035,PRD012,Product F,43,291.55,12536.56,USD,West,Delivered,REP15
SO000217,2024-02-18,2024-03-05,CUST00038,Customer CUST00038,PRD006,Product B,45,196.51,8842.74,USD,South,Delivered,REP03
SO000218,2024-12-01,2024-12-14,CUST00052,Customer CUST00052,PRD035,Product I,15,207.46,3111.9,USD,South,Open,REP18
SO000219,2024-07-24,2024-08-19,CUST00082,Customer CUST00082,PRD036,Product J,25,291.83,7295.75,USD,Central,Delivered,REP14
SO000220,2024-11-16,2024-12-06,CUST00080,Customer CUST00080,PRD013,Product F,52,256.26,13325.38,USD,North,Delivered,REP02
SO000221,2024-01-25,2024-02-15,CUST00068,Customer CUST00068,PRD002,Product D,18,146.1,2629.78,USD,Central,Open,REP19
SO000222,2024-10-13,2024-11-07,CUST00005,Customer CUST00005,PRD050,Product C,34,235.3,8000.28,USD,South,In Process,REP15
SO000223,2024-03-23,2024-04-07,CUST00099,Customer CUST00099,PRD016,Product E,73,393.52,28727.04,USD,East,Open,REP01
SO000224,2024-09-16,2024-09-26,CUST00040,Customer CUST00040,PRD050,Product A,52,95.14,4947.22,USD,West,Delivered,REP05
SO000225,2024-04-25,2024-05-04,CUST00007,Customer CUST00007,PRD055,Product F,14,96.67,1353.45,USD,Central,Delivered,REP02
SO000226,2024-03-02,2024-03-29,CUST00079,Customer CUST00079,PRD085,Product E,10,343.68,3436.78,USD,Central,In Process,REP18
SO000227,2024-07-31,2024-08-27,CUST00082,Customer CUST00082,PRD060,Product E,45,30.89,1390.06,USD,North,Open,REP11
SO000228,2024-07-09,2024-08-05,CUST00052,Customer CUST00052,PRD082,Product G,26,72.33,1880.52,USD,South,In Process,REP08
SO000229,2024-08-14,2024-08-29,CUST00093,Customer CUST00093,PRD064,Product D,29,235.13,6818.74,USD,Central,Cancelled,REP17
SO000230,2024-04-29,2024-05-14,CUST00041,Customer CUST00041,PRD058,Product A,2,224.43,448.85,USD,Central,In Process,REP08
SO000231,2024-10-03,2024-10-20,CUST00034,Customer CUST00034,PRD060,Product H,59,230.56,13603.1,USD,North,Delivered,REP13
SO000232,2024-03-09,2024-03-27,CUST00065,Customer CUST00065,PRD001,Product G,8,30.42,243.36,USD,North,Delivered,REP13
SO000233,2024-05-31,2024-06-23,CUST00005,Customer CUST00005,PRD015,Product D,21,199.92,4198.35,USD,West,In Process,REP19
SO000234,2024-01-28,2024-02-22,CUST00058,Customer CUST00058,PRD096,Product E,5,333.55,1667.74,USD,South,Open,REP16
SO000235,2024-08-07,2024-08-30,CUST00095,Customer CUST00095,PRD036,Product H,25,488.24,12205.89,USD,South,Open,REP04
SO000236,2024-03-18,2024-04-02,CUST00041,Customer CUST00041,PRD012,Product I,62,448.95,27834.85,USD,South,Delivered,REP08
SO000237,2024-09-14,2024-10-12,CUST00013,Customer CUST00013,PRD010,Product E,32,376.56,12049.79,USD,West,Open,REP15
SO000238,2024-09-29,2024-10-13,CUST00018,Customer CUST00018,PRD089,Product G,73,192.36,14042.41,USD,East,Delivered,REP18
SO000239,2024-10-04,2024-10-30,CUST00030,Customer CUST00030,PRD021,Product D,85,341.23,29004.66,USD,East,Delivered,REP03
SO000240,2024-05-01,2024-05-30,CUST00039,Customer CUST00039,PRD021,Product A,12,460.27,5523.29,USD,South,Delivered,REP08
SO000241,2024-10-28,2024-11-11,CUST00007,Customer CUST00007,PRD092,Product G,96,96.94,9306.25,USD,East,In Process,REP13
SO000242,2024-09-14,2024-10-11,CUST00079,Customer CUST00079,PRD044,Product D,27,482.91,13038.67,USD,East,Open,REP13
SO000243,2024-10-04,2024-10-21,CUST00037,Customer CUST00037,PRD030,Product A,56,309.85,17351.65,USD,East,Open,REP07
SO000244,2024-04-17,2024-05-08,CUST00025,Customer CUST00025,PRD003,Product E,8,236.16,1889.31,USD,North,Delivered,REP01
SO000245,2024-04-13,2024-04-22,CUST00096,Customer CUST00096,PRD046,Product J,98,109.98,10777.79,USD,South,Delivered,REP07
SO000246,2024-08-06,2024-08-14,CUST00041,Customer CUST00041,PRD012,Product I,36,12.56,452.25,USD,South,Delivered,REP17
SO000247,2024-01-14,2024-01-22,CUST00053,Customer CUST00053,PRD070,Product I,20,170.2,3403.93,USD,East,Delivered,REP19
SO000248,2024-04-10,2024-04-20,CUST00004,Customer CUST00004,PRD085,Product D,10,444.24,4442.36,USD,East,Open,REP08
SO000249,2024-12-24,2025-01-20,CUST00074,Customer CUST00074,PRD017,Product F,46,184.19,8472.81,USD,North,In Process,REP07
SO000250,2024-01-04,2024-01-24,CUST00003,Customer CUST00003,PRD024,Product H,80,120.46,9637.2,USD,West,Delivered,REP02
SO000251,2024-06-06,2024-06-30,CUST00019,Customer CUST00019,PRD076,Product C,49,321.88,15772.14,USD,East,Open,REP06
SO000252,2024-04-26,2024-05-06,CUST00064,Customer CUST00064,PRD018,Product C,48,193.0,9263.84,USD,North,In Process,REP17
SO000253,2024-09-07,2024-09-28,CUST00075,Customer CUST00075,PRD047,Product I,45,95.01,4275.24,USD,West,In Process,REP15
SO000254,2024-07-16,2024-08-06,CUST00078,Customer CUST00078,PRD061,Product G,9,475.65,4280.88,USD,Central,Open,REP10
SO000255,2024-02-19,2024-02-28,CUST00077,Customer CUST00077,PRD051,Product A,94,417.53,39247.97,USD,Central,Delivered,REP19
SO000256,2024-02-04,2024-02-24,CUST00026,Customer CUST00026,PRD021,Product C,69,422.55,29155.77,USD,Central,In Process,REP10
SO000257,2024-07-10,2024-07-21,CUST00100,Customer CUST00100,PRD024,Product F,90,49.49,4454.53,USD,South,Cancelled,REP04
SO000258,2024-11-21,2024-12-06,CUST00054,Customer CUST00054,PRD030,Product I,31,462.09,14324.64,USD,North,Cancelled,REP12
SO000259,2024-04-15,2024-05-13,CUST00092,Customer CUST00092,PRD054,Product G,35,145.05,5076.75,USD,South,In Process,REP10
SO000260,2024-08-04,2024-08-23,CUST00070,Customer CUST00070,PRD057,Product I,45,428.01,19260.63,USD,East,Open,REP04
SO000261,2024-06-26,2024-07-03,CUST00091,Customer CUST00091,PRD075,Product G,70,450.92,31564.28,USD,South,Delivered,REP15
SO000262,2024-07-17,2024-08-13,CUST00042,Customer CUST00042,PRD069,Product J,14,368.1,5153.43,USD,South,Cancelled,REP03
SO000263,2024-03-27,2024-04-07,CUST00088,Customer CUST00088,PRD061,Product A,19,161.26,3063.99,USD,Central,Delivered,REP09
SO000264,2024-06-09,2024-07-03,CUST00068,Customer CUST00068,PRD061,Product J,71,345.04,24497.81,USD,North,Delivered,REP02
SO000265,2024-01-28,2024-02-14,CUST00041,Customer CUST00041,PRD070,Product G,86,278.93,23988.06,USD,South,Open,REP02
SO000266,2024-03-05,2024-03-21,CUST00085,Customer CUST00085,PRD098,Product E,2,335.45,670.9,USD,North,Delivered,REP16
SO000267,2024-05-04,2024-05-17,CUST00086,Customer CUST00086,PRD064,Product H,40,64.85,2593.94,USD,East,In Process,REP19
SO000268,2024-11-14,2024-12-07,CUST00064,Customer CUST00064,PRD086,Product G,21,90.71,1904.83,USD,West,Delivered,REP15
SO000269,2024-08-19,2024-09-15,CUST00079,Customer CUST00079,PRD058,Product F,92,135.19,12437.64,USD,Central,In Process,REP17
SO000270,2024-03-06,2024-03-15,CUST00072,Customer CUST00072,PRD050,Product A,42,253.93,10664.98,USD,West,In Process,REP11
SO000271,2024-07-15,2024-08-09,CUST00011,Customer CUST00011,PRD036,Product H,12,266.43,3197.18,USD,West,Delivered,REP05
SO000272,2024-03-25,2024-04-08,CUST00055,Customer CUST00055,PRD084,Product I,47,105.96,4980.21,USD,South,Open,REP06
SO000273,2024-09-24,2024-10-02,CUST00007,Customer CUST00007,PRD033,Product C,3,449.62,1348.86,USD,East,Cancelled,REP01
SO000274,2024-01-08,2024-01-19,CUST00032,Customer CUST00032,PRD012,Product E,4,401.31,1605.24,USD,East,Delivered,REP11
SO000275,2024-10-28,2024-11-26,CUST00016,Customer CUST00016,PRD013,Product A,63,247.83,15613.03,USD,Central,Delivered,REP02
SO000276,2024-09-16,2024-09-28,CUST00095,Customer CUST00095,PRD025,Product G,27,346.56,9357.17,USD,East,Delivered,REP02
SO000277,2024-06-02,2024-06-13,CUST00099,Customer CUST00099,PRD011,Product I,50,64.27,3213.34,USD,West,In Process,REP02
SO000278,2024-12-29,2025-01-16,CUST00073,Customer CUST00073,PRD030,Product E,88,252.16,22190.44,USD,East,Delivered,REP16
SO000279,2024-10-03,2024-10-10,CUST00085,Customer CUST00085,PRD058,Product C,52,453.63,23588.57,USD,East,In Process,REP11
SO000280,2024-10-05,2024-10-27,CUST00022,Customer CUST00022,PRD084,Product A,69,405.04,27947.48,USD,East,Delivered,REP16
SO000281,2024-03-06,2024-03-15,CUST00040,Customer CUST00040,PRD001,Product H,28,344.02,9632.51,USD,North,Delivered,REP08
SO000282,2024-09-03,2024-10-02,CUST00063,Customer CUST00063,PRD053,Product C,4,434.53,1738.12,USD,Central,Open,REP14
SO000283,2024-05-21,2024-05-31,CUST00076,Customer CUST00076,PRD082,Product A,39,405.62,15819.34,USD,West,Delivered,REP19
SO000284,2024-08-12,2024-08-24,CUST00091,Customer CUST00091,PRD062,Product G,59,64.38,3798.71,USD,West,In Process,REP03
SO000285,2024-05-26,2024-06-15,CUST00084,Customer CUST00084,PRD022,Product A,25,216.51,5412.69,USD,South,Cancelled,REP16
SO000286,2024-03-23,2024-04-12,CUST00051,Customer CUST00051,PRD071,Product C,42,352.66,14811.91,USD,West,Open,REP14
SO000287,2024-03-03,2024-03-18,CUST00019,Customer CUST00019,PRD040,Product D,14,117.04,1638.52,USD,Central,Delivered,REP17
SO000288,2024-10-12,2024-10-27,CUST00064,Customer CUST00064,PRD059,Product A,52,157.62,8196.24,USD,East,Open,REP14
SO000289,2024-08-09,2024-08-24,CUST00068,Customer CUST00068,PRD086,Product D,92,427.61,39340.06,USD,North,In Process,REP09
SO000290,2024-04-29,2024-05-28,CUST00016,Customer CUST00016,PRD050,Product A,48,26.99,1295.44,USD,East,In Process,REP05
SO000291,2024-10-30,2024-11-25,CUST00067,Customer CUST00067,PRD098,Product A,73,455.72,33267.35,USD,West,Delivered,REP01
SO000292,2024-01-08,2024-01-27,CUST00087,Customer CUST00087,PRD052,Product H,76,456.23,34673.6,USD,North,In Process,REP08
SO000293,2024-01-21,2024-02-15,CUST00038,Customer CUST00038,PRD022,Product D,29,323.41,9378.8,USD,West,Open,REP12
SO000294,2024-03-07,2024-04-04,CUST00066,Customer CUST00066,PRD087,Product H,34,241.72,8218.47,USD,North,Delivered,REP06
SO000295,2024-09-18,2024-10-16,CUST00025,Customer CUST00025,PRD083,Product B,17,29.49,501.25,USD,South,Cancelled,REP10
SO000296,2024-04-02,2024-04-21,CUST00099,Customer CUST00099,PRD049,Product H,14,309.28,4329.95,USD,Central,In Process,REP13
SO000297,2024-07-07,2024-07-19,CUST00049,Customer CUST00049,PRD090,Product A,62,418.33,25936.17,USD,West,Open,REP07
SO000298,2024-12-06,2025-01-02,CUST00049,Customer CUST00049,PRD049,Product J,54,466.56,25194.2,USD,North,Delivered,REP09
SO000299,2024-01-17,2024-02-13,CUST00051,Customer CUST00051,PRD019,Product G,55,438.37,24110.3,USD,Central,Delivered,REP11
SO000300,2024-11-28,2024-12-18,CUST00045,Customer CUST00045,PRD061,Product A,40,216.7,8667.83,USD,West,Delivered,REP13
SO000301,2024-09-24,2024-10-16,CUST00033,Customer CUST00033,PRD087,Product J,92,412.39,37939.62,USD,North,Delivered,REP13
SO000302,2024-08-02,2024-08-25,CUST00047,Customer CUST00047,PRD036,Product D,82,135.78,11133.97,USD,West,In Process,REP18
SO000303,2024-05-26,2024-06-16,CUST00028,Customer CUST00028,PRD015,Product H,84,451.16,37897.22,USD,West,Open,REP09
SO000304,2024-09-14,2024-09-29,CUST00074,Customer CUST00074,PRD051,Product B,51,300.89,15345.58,USD,South,Delivered,REP09
SO000305,2024-02-08,2024-02-17,CUST00084,Customer CUST00084,PRD016,Product F,27,373.08,10073.18,USD,Central,Open,REP08
SO000306,2024-09-14,2024-10-07,CUST00041,Customer CUST00041,PRD062,Product C,65,51.35,3337.9,USD,South,Cancelled,REP17
SO000307,2024-05-06,2024-06-04,CUST00024,Customer CUST00024,PRD099,Product I,38,424.35,16125.15,USD,East,In Process,REP13
SO000308,2024-03-13,2024-04-09,CUST00030,Customer CUST00030,PRD041,Product B,32,412.99,13215.58,USD,West,Delivered,REP08
SO000309,2024-03-15,2024-04-06,CUST00032,Customer CUST00032,PRD039,Product J,57,23.44,1335.85,USD,West,Delivered,REP02
SO000310,2024-06-04,2024-06-15,CUST00007,Customer CUST00007,PRD019,Product D,37,446.15,16507.46,USD,North,Cancelled,REP10
SO000311,2024-05-05,2024-05-22,CUST00049,Customer CUST00049,PRD056,Product A,38,425.1,16153.74,USD,South,Delivered,REP12
SO000312,2024-11-16,2024-11-26,CUST00050,Customer CUST00050,PRD045,Product E,30,23.49,704.79,USD,East,Delivered,REP04
SO000313,2024-06-02,2024-06-22,CUST00064,Customer CUST00064,PRD030,Product J,51,21.44,1093.57,USD,East,Open,REP10
SO000314,2024-05-01,2024-05-12,CUST00042,Customer CUST00042,PRD073,Product E,35,445.32,15586.12,USD,West,Cancelled,REP17
SO000315,2024-10-11,2024-10-30,CUST00059,Customer CUST00059,PRD049,Product D,17,198.9,3381.31,USD,West,Cancelled,REP13
SO000316,2024-06-10,2024-06-29,CUST00086,Customer CUST00086,PRD051,Product E,87,225.82,19646.01,USD,South,Delivered,REP17
SO000317,2024-12-06,2024-12-26,CUST00021,Customer CUST00021,PRD099,Product G,68,180.17,12251.27,USD,West,Delivered,REP13
SO000318,2024-04-20,2024-04-28,CUST00011,Customer CUST00011,PRD086,Product D,51,393.37,20061.88,USD,East,Delivered,REP19
SO000319,2024-06-13,2024-06-26,CUST00085,Customer CUST00085,PRD019,Product H,28,427.75,11977.09,USD,Central,Delivered,REP02
SO000320,2024-09-23,2024-10-21,CUST00045,Customer CUST00045,PRD056,Product F,21,375.47,7884.9,USD,West,Open,REP09
SO000321,2024-02-15,2024-03-04,CUST00070,Customer CUST00070,PRD096,Product A,19,261.32,4965.12,USD,West,In Process,REP06
SO000322,2024-07-01,2024-07-11,CUST00075,Customer CUST00075,PRD081,Product A,62,383.28,23763.43,USD,East,Delivered,REP19
SO000323,2024-08-06,2024-08-30,CUST00092,Customer CUST00092,PRD035,Product C,47,384.62,18077.08,USD,West,Delivered,REP16
SO000324,2024-11-24,2024-12-08,CUST00045,Customer CUST00045,PRD067,Product A,81,425.01,34426.19,USD,East,In Process,REP05
SO000325,2024-01-13,2024-02-03,CUST00061,Customer CUST00061,PRD067,Product G,80,383.67,30693.78,USD,Central,Open,REP10
SO000326,2024-10-24,2024-11-20,CUST00080,Customer CUST00080,PRD035,Product B,41,146.59,6010.29,USD,North,Delivered,REP19
SO000327,2024-09-20,2024-10-13,CUST00071,Customer CUST00071,PRD015,Product G,67,371.56,24894.26,USD,North,Delivered,REP05
SO000328,2024-05-20,2024-06-03,CUST00008,Customer CUST00008,PRD066,Product E,60,332.68,19961.09,USD,North,Delivered,REP08
SO000329,2024-01-23,2024-02-07,CUST00034,Customer CUST00034,PRD003,Product D,30,22.0,660.13,USD,East,In Process,REP14
SO000330,2024-07-06,2024-07-25,CUST00045,Customer CUST00045,PRD066,Product B,45,478.01,21510.29,USD,East,Delivered,REP08
SO000331,2024-05-24,2024-06-22,CUST00034,Customer CUST00034,PRD013,Product J,16,244.35,3909.56,USD,South,Open,REP15
SO000332,2024-10-16,2024-10-29,CUST00067,Customer CUST00067,PRD053,Product H,87,465.32,40482.99,USD,East,Open,REP07
SO000333,2024-11-16,2024-12-09,CUST00030,Customer CUST00030,PRD025,Product E,13,305.71,3974.25,USD,Central,In Process,REP17
SO000334,2024-07-01,2024-07-30,CUST00032,Customer CUST00032,PRD014,Product J,10,412.5,4125.02,USD,West,Delivered,REP18
SO000335,2024-02-22,2024-03-14,CUST00022,Customer CUST00022,PRD031,Product D,77,459.23,35360.55,USD,South,In Process,REP14
SO000336,2024-10-16,2024-11-09,CUST00098,Customer CUST00098,PRD093,Product I,76,207.2,15747.11,USD,North,Open,REP18
SO000337,2024-04-05,2024-05-03,CUST00038,Customer CUST00038,PRD044,Product A,87,295.8,25734.65,USD,North,In Process,REP11
SO000338,2024-04-30,2024-05-07,CUST00019,Customer CUST00019,PRD015,Product I,27,434.61,11734.43,USD,West,Delivered,REP19
SO000339,2024-05-20,2024-06-14,CUST00049,Customer CUST00049,PRD087,Product F,56,482.4,27014.31,USD,Central,Open,REP01
SO000340,2024-11-11,2024-12-10,CUST00010,Customer CUST00010,PRD024,Product G,85,359.39,30548.37,USD,Central,Open,REP12
SO000341,2024-01-11,2024-02-03,CUST00068,Customer CUST00068,PRD012,Product I,94,141.79,13328.67,USD,West,Delivered,REP05
SO000342,2024-10-24,2024-11-16,CUST00048,Customer CUST00048,PRD018,Product G,28,434.25,12159.05,USD,East,In Process,REP14
SO000343,2024-08-14,2024-09-01,CUST00071,Customer CUST00071,PRD002,Product I,13,214.09,2783.13,USD,Central,In Process,REP16
SO000344,2024-05-16,2024-05-31,CUST00038,Customer CUST00038,PRD045,Product F,56,327.38,18333.25,USD,West,Delivered,REP13
SO000345,2024-06-10,2024-06-25,CUST00088,Customer CUST00088,PRD044,Product H,7,71.6,501.23,USD,East,In Process,REP08
SO000346,2024-11-05,2024-12-03,CUST00065,Customer CUST00065,PRD049,Product D,21,150.83,3167.44,USD,East,Delivered,REP10
SO000347,2024-02-22,2024-03-11,CUST00047,Customer CUST00047,PRD002,Product E,74,17.2,1272.78,USD,Central,Cancelled,REP17
SO000348,2024-12-21,2025-01-10,CUST00010,Customer CUST00010,PRD024,Product C,25,370.74,9268.46,USD,North,Cancelled,REP11
SO000349,2024-08-15,2024-08-27,CUST00065,Customer CUST00065,PRD058,Product D,28,140.95,3946.71,USD,North,Delivered,REP12
SO000350,2024-10-09,2024-11-06,CUST00053,Customer CUST00053,PRD006,Product J,59,197.46,11650.4,USD,North,Open,REP07
SO000351,2024-08-11,2024-09-07,CUST00025,Customer CUST00025,PRD012,Product A,55,263.8,14509.04,USD,West,Delivered,REP16
SO000352,2024-07-26,2024-08-12,CUST00100,Customer CUST00100,PRD087,Product G,51,21.56,1099.64,USD,East,Delivered,REP08
SO000353,2024-02-14,2024-03-13,CUST00059,Customer CUST00059,PRD028,Product D,67,357.97,23983.75,USD,Central,In Process,REP13
SO000354,2024-03-19,2024-04-17,CUST00044,Customer CUST00044,PRD056,Product J,4,479.32,1917.27,USD,North,In Process,REP18
SO000355,2024-11-26,2024-12-17,CUST00032,Customer CUST00032,PRD057,Product F,17,120.44,2047.43,USD,West,Delivered,REP10
SO000356,2024-10-27,2024-11-21,CUST00011,Customer CUST00011,PRD065,Product E,72,321.62,23156.48,USD,West,Delivered,REP17
SO000357,2024-06-23,2024-07-19,CUST00088,Customer CUST00088,PRD026,Product F,60,274.02,16441.1,USD,North,Delivered,REP17
SO000358,2024-01-05,2024-01-31,CUST00052,Customer CUST00052,PRD027,Product I,75,31.84,2387.72,USD,North,Cancelled,REP02
SO000359,2024-01-15,2024-02-11,CUST00046,Customer CUST00046,PRD046,Product E,6,144.6,867.63,USD,South,Delivered,REP13
SO000360,2024-08-10,2024-08-19,CUST00094,Customer CUST00094,PRD033,Product F,93,245.85,22864.36,USD,Central,Open,REP17
SO000361,2024-08-27,2024-09-13,CUST00077,Customer CUST00077,PRD016,Product B,11,202.01,2222.12,USD,West,Cancelled,REP04
SO000362,2024-12-20,2025-01-11,CUST00056,Customer CUST00056,PRD018,Product J,62,289.07,17922.62,USD,East,In Process,REP19
SO000363,2024-11-06,2024-11-18,CUST00082,Customer CUST00082,PRD098,Product J,6,103.15,618.92,USD,East,Delivered,REP17
SO000364,2024-04-16,2024-05-03,CUST00080,Customer CUST00080,PRD094,Product B,34,381.08,12956.79,USD,Central,Delivered,REP04
SO000365,2024-04-03,2024-04-10,CUST00043,Customer CUST00043,PRD086,Product G,81,89.72,7267.55,USD,South,Delivered,REP12
SO000366,2024-05-16,2024-05-27,CUST00074,Customer CUST00074,PRD085,Product D,92,463.84,42672.83,USD,South,Delivered,REP10
SO000367,2024-09-08,2024-09-22,CUST00066,Customer CUST00066,PRD093,Product G,72,406.05,29235.96,USD,Central,In Process,REP03
SO000368,2024-12-29,2025-01-17,CUST00045,Customer CUST00045,PRD001,Product J,9,85.37,768.29,USD,East,Cancelled,REP07
SO000369,2024-08-28,2024-09-06,CUST00084,Customer CUST00084,PRD090,Product D,94,460.03,43242.72,USD,North,In Process,REP14
SO000370,2024-01-17,2024-02-10,CUST00045,Customer CUST00045,PRD065,Product D,93,286.4,26634.85,USD,East,In Process,REP18
SO000371,2024-09-13,2024-10-02,CUST00020,Customer CUST00020,PRD005,Product D,87,257.92,22438.99,USD,East,Delivered,REP01
SO000372,2024-10-04,2024-10-12,CUST00041,Customer CUST00041,PRD076,Product D,69,362.39,25004.8,USD,East,In Process,REP19
SO000373,2024-04-18,2024-05-01,CUST00047,Customer CUST00047,PRD004,Product G,71,424.47,30137.11,USD,Central,In Process,REP10
SO000374,2024-03-24,2024-04-14,CUST00093,Customer CUST00093,PRD091,Product H,41,154.89,6350.51,USD,West,Delivered,REP04
SO000375,2024-09-27,2024-10-06,CUST00037,Customer CUST00037,PRD061,Product A,67,56.58,3790.59,USD,East,Delivered,REP04
SO000376,2024-01-24,2024-02-09,CUST00004,Customer CUST00004,PRD023,Product C,34,439.18,14932.21,USD,Central,In Process,REP13
SO000377,2024-03-09,2024-04-05,CUST00062,Customer CUST00062,PRD057,Product I,57,299.31,17060.74,USD,West,Delivered,REP10
SO000378,2024-06-16,2024-06-29,CUST00038,Customer CUST00038,PRD068,Product E,61,224.37,13686.33,USD,East,Open,REP12
SO000379,2024-02-07,2024-03-03,CUST00036,Customer CUST00036,PRD062,Product I,69,381.94,26354.12,USD,South,In Process,REP05
SO000380,2024-01-25,2024-02-16,CUST00027,Customer CUST00027,PRD039,Product C,78,71.42,5571.12,USD,East,Cancelled,REP16
SO000381,2024-01-22,2024-02-18,CUST00054,Customer CUST00054,PRD042,Product E,72,333.9,24040.58,USD,East,In Process,REP10
SO000382,2024-02-01,2024-02-09,CUST00009,Customer CUST00009,PRD048,Product A,11,317.93,3497.26,USD,North,In Process,REP15
SO000383,2024-06-01,2024-06-28,CUST00065,Customer CUST00065,PRD066,Product I,51,190.95,9738.33,USD,North,In Process,REP08
SO000384,2024-09-27,2024-10-10,CUST00070,Customer CUST00070,PRD081,Product A,23,71.31,1640.16,USD,Central,Delivered,REP02
SO000385,2024-09-07,2024-09-22,CUST00093,Customer CUST00093,PRD003,Product I,13,114.56,1489.32,USD,West,Cancelled,REP17
SO000386,2024-03-03,2024-03-26,CUST00076,Customer CUST00076,PRD032,Product G,64,253.17,16202.67,USD,East,In Process,REP04
SO000387,2024-12-04,2024-12-21,CUST00035,Customer CUST00035,PRD004,Product H,78,354.81,27675.41,USD,South,In Process,REP19
SO000388,2024-06-16,2024-07-11,CUST00065,Customer CUST00065,PRD062,Product E,27,246.31,6650.36,USD,Central,Cancelled,REP03
SO000389,2024-05-26,2024-06-13,CUST00080,Customer CUST00080,PRD002,Product J,89,87.06,7748.68,USD,West,Delivered,REP19
SO000390,2024-11-08,2024-11-19,CUST00072,Customer CUST00072,PRD083,Product G,78,316.19,24662.69,USD,East,Delivered,REP19
SO000391,2024-07-28,2024-08-23,CUST00080,Customer CUST00080,PRD027,Product H,97,278.94,27057.25,USD,Central,In Process,REP12
SO000392,2024-04-06,2024-04-17,CUST00057,Customer CUST00057,PRD019,Product E,59,184.37,10877.76,USD,South,In Process,REP05
SO000393,2024-02-16,2024-02-29,CUST00068,Customer CUST00068,PRD093,Product A,13,394.58,5129.57,USD,East,Delivered,REP18
SO000394,2024-11-14,2024-11-30,CUST00057,Customer CUST00057,PRD006,Product H,90,230.56,20750.14,USD,South,Open,REP05
SO000395,2024-11-13,2024-11-28,CUST00069,Customer CUST00069,PRD076,Product B,90,295.27,26574.28,USD,North,In Process,REP07
SO000396,2024-09-22,2024-09-30,CUST00089,Customer CUST00089,PRD026,Product C,80,319.04,25523.46,USD,South,Delivered,REP11
SO000397,2024-10-21,2024-11-11,CUST00020,Customer CUST00020,PRD066,Product I,54,350.94,18950.8,USD,East,Delivered,REP02
SO000398,2024-11-18,2024-11-30,CUST00079,Customer CUST00079,PRD059,Product J,73,356.25,26006.15,USD,North,Delivered,REP02
SO000399,2024-03-05,2024-03-30,CUST00026,Customer CUST00026,PRD048,Product I,10,310.01,3100.06,USD,East,Delivered,REP04
SO000400,2024-04-07,2024-04-26,CUST00028,Customer CUST00028,PRD083,Product A,45,295.63,13303.52,USD,North,Delivered,REP01
SO000401,2024-05-17,2024-05-27,CUST00073,Customer CUST00073,PRD027,Product J,32,339.51,10864.18,USD,North,In Process,REP18
SO000402,2024-08-31,2024-09-27,CUST00025,Customer CUST00025,PRD092,Product D,93,261.24,24294.94,USD,East,Open,REP17
SO000403,2024-02-12,2024-02-27,CUST00042,Customer CUST00042,PRD096,Product B,84,109.97,9237.66,USD,North,Delivered,REP15
SO000404,2024-03-03,2024-03-10,CUST00069,Customer CUST00069,PRD058,Product B,40,183.88,7355.27,USD,South,Delivered,REP01
SO000405,2024-11-26,2024-12-18,CUST00082,Customer CUST00082,PRD063,Product G,10,443.63,4436.33,USD,East,In Process,REP13
SO000406,2024-06-22,2024-07-01,CUST00074,Customer CUST00074,PRD051,Product F,65,134.15,8719.43,USD,East,Delivered,REP14
SO000407,2024-07-27,2024-08-11,CUST00006,Customer CUST00006,PRD037,Product I,39,141.74,5527.79,USD,West,Cancelled,REP09
SO000408,2024-12-03,2024-12-30,CUST00002,Customer CUST00002,PRD037,Product J,60,418.49,25109.11,USD,West,Delivered,REP15
SO000409,2024-04-01,2024-04-25,CUST00098,Customer CUST00098,PRD007,Product F,11,303.43,3337.78,USD,Central,In Process,REP11
